"flagged","Flag_1","Flag_2","Contextual","Veracity","Rebuttal","Lingual.overlap","Content.overlap","text_y","quote_tweets","date","favorites","retweets","day","id","replies","fraud","won","ballots"
"Y","This claim about election fraud is disputed","",0,1,0,0,0,"Incredibly stated Jim! https://t.co/FNbZ71gsZx",78000,"2020-11-07 4:10:49",339554,80626,"2020-11-07",1324927258679770112,73131,0,0,0
"N","","",0,0,0,0,0,"Big press conference today in Philadelphia at Four Seasons Total Landscaping — 11:30am!",197000,"2020-11-07 14:45:37",470729,70750,"2020-11-07",1325087011464750080,140943,0,0,0
"N","","",0,0,0,0,0,"Georgia Counties Using Same Software as Michigan Counties Also Encounter ‘Glitch’ https://t.co/N2KlEOezGi via @BreitbartNews What a total mess this “election” has been!",115000,"2020-11-07 15:23:00",295359,78384,"2020-11-07",1325096422799239936,59466,0,0,0
"Y","Official sources may not have called the race when this was Tweeted","",0,1,1,0,1,"I WON THIS ELECTION, BY A LOT!",6935000,"2020-11-07 15:36:36",1188311,190721,"2020-11-07",1325099845045070080,1043353,0,1,0
"Y","This claim about election fraud is disputed","",0,1,0,0,0,"THE OBSERVERS WERE NOT ALLOWED INTO THE COUNTING ROOMS. I WON THE ELECTION, GOT 71,000,000 LEGAL VOTES. BAD THINGS HAPPENED WHICH OUR OBSERVERS WERE NOT ALLOWED TO SEE. NEVER HAPPENED BEFORE. MILLIONS OF MAIL-IN BALLOTS WERE SENT TO PEOPLE WHO NEVER ASKED FOR THEM!",1312000,"2020-11-07 21:53:34",683888,128595,"2020-11-07",1325194709443079936,341121,1,1,1
"N","","",0,0,0,0,0,"71,000,000 Legal Votes. The most EVER for a sitting President!",891000,"2020-11-07 21:54:48",978022,157628,"2020-11-07",1325195021339990016,534892,0,0,0
"Y","This claim about election fraud is disputed","",0,1,1,1,0,"“We should look at the votes. We’re just beginning the tabulation stage. We should look at these allegations. We’re seeing a number of affidavits that there has been voter fraud. We have a history in this country of election problems. In Pennsylvania you had an order by a...",136000,"2020-11-08 13:38:19",390753,76567,"2020-11-08",1325432465415160064,142920,1,0,0
"Y","This claim about election fraud is disputed","",0,1,1,0,1,"“We believe these people are thieves. The big city machines are corrupt. This was a stolen election. Best pollster in Britain wrote this morning that this clearly was a stolen election, that it’s impossible to imagine that Biden outran Obama in some of these states.",291000,"2020-11-08 14:17:33",516040,101484,"2020-11-08",1325442336957019904,223863,1,0,0
"N","","",0,0,0,0,0,"Since when does the Lamestream Media call who our next president will be? We have all learned a lot in the last two weeks!",345000,"2020-11-08 18:52:47",689597,121194,"2020-11-08",1325511603157159936,212811,0,0,0
"N","","",0,0,0,0,0,"Investigators Dispatched After Fulton County Discovers ‘Issue‘ with Ballot Reporting https://t.co/lShmKksQ0O via @BreitbartNews",77000,"2020-11-08 19:55:32",261975,65506,"2020-11-08",1325527391993789952,66755,0,0,0
"Y","Learn how voting by mail is safe and secure","",1,0,2,1,0,"Watch @marklevinshow at 8:00 P.M.  Will discuss the Mail-In Ballot Hoax!",124000,"2020-11-08 22:18:51",404941,69697,"2020-11-08",1325563462433509888,79683,0,0,1
"N","","",0,0,0,0,0,"STOCK MARKET UP BIG, VACCINE COMING SOON. REPORT 90% EFFECTIVE. SUCH GREAT NEWS!",261000,"2020-11-09 12:31:44",720091,96671,"2020-11-09",1325778096151200000,161499,0,0,0
"N","","",0,0,0,0,0,"I am pleased to announce that Christopher C. Miller, the highly respected Director of the National Counterterrorism Center (unanimously confirmed by the Senate), will be Acting Secretary of Defense, effective immediately..",116000,"2020-11-09 17:54:50",384369,69447,"2020-11-09",1325859406349799936,96131,0,0,0
"Y","This claim about election fraud is disputed","",0,1,1,0,1,"Nevada is turning out to be a cesspool of Fake Votes. @mschlapp &amp; @AdamLaxalt are finding things that, when released, will be absolutely shocking!",125000,"2020-11-09 19:54:33",363489,78378,"2020-11-09",1325889532840059904,40444,1,0,0
"N","","",0,0,0,0,0,"Wisconsin is looking very good. Needs a little time statutorily. Will happen soon! @Reince @SeanDuffyWI",56000,"2020-11-09 20:02:19",347994,61006,"2020-11-09",1325891490636320000,33071,0,0,0
"Y","This claim about election fraud is disputed","",0,1,1,0,0,"Pennsylvania prevented us from watching much of the Ballot count. Unthinkable and illegal in this country.",12000,"2020-11-09 20:17:47",479292,81458,"2020-11-09",1325895380983280128,57133,0,0,0
"N","","",0,0,0,0,0,"Georgia will be a big presidential win, as it was the night of the Election!",161000,"2020-11-09 20:21:43",637719,94570,"2020-11-09",1325896369534609920,93399,0,1,0
"Y","Official sources may not have called the race when this was Tweeted","",0,1,1,0,1,"This is good news, it means I won! 
cc: @RepDougCollins @SecretarySonny https://t.co/zO4AlPF8O0",111000,"2020-11-10 0:19:24",258866,55635,"2020-11-10",1325956184613019904,34593,0,1,0
"N","","",0,0,0,0,0,".@FoxNews, @QuinnipiacPoll, ABC/WaPo, NBC/WSJ were so inaccurate with their polls on me, that it really is tampering with an Election. They were so far off in their polling, and in their attempt to suppress - that they should be called out for Election Interference...",55000,"2020-11-10 0:38:59",254530,53987,"2020-11-10",1325961114514040064,44388,0,0,0
"N","","",0,0,0,0,0,"As I have long said, @Pfizer and the others would only announce a Vaccine after the Election, because they didn’t have the courage to do it before. Likewise, the @US_FDA should have announced it earlier, not for political purposes, but for saving lives!",69000,"2020-11-10 0:40:18",292245,59870,"2020-11-10",1325961445062939904,28939,0,0,0
"N","","",0,0,0,0,0,"If Joe Biden were President, you wouldn’t have the Vaccine for another four years, nor would the @US_FDA have ever approved it so quickly. The bureaucracy would have destroyed millions of lives!",9000,"2020-11-10 0:41:12",332731,56327,"2020-11-10",1325961672343879936,53098,0,0,0
"N","","",0,0,0,0,0,"The @US_FDA and the Democrats didn’t want to have me get a Vaccine WIN, prior to the election, so instead it came out five days later – As I’ve said all along!",105000,"2020-11-10 0:43:19",378553,71310,"2020-11-10",1325962203346970112,59444,0,0,0
"N","","",0,0,0,0,0,"Nolte: Bret Baier Deletes Tweet that Exposed Backlash Against Fox News https://t.co/k98LQLPwsK via @BreitbartNews",39000,"2020-11-10 5:18:11",134308,33954,"2020-11-10",1326031379151330048,12063,0,0,0
"N","","",0,0,0,0,0,"Nothing! https://t.co/OurKkatwbE",58000,"2020-11-10 5:38:07",252613,47939,"2020-11-10",1326036394846860032,42974,0,0,0
"N","","",0,0,0,0,0,"“President Trump told us for some time we would be getting a Vaccine by the end of the year and people laughed at him, and here we are with Pfizer getting FDA approval by the end of this month. He was right.” @MariaBartiromo",5000,"2020-11-10 13:01:15",302777,56646,"2020-11-10",1326147913542670080,22275,0,0,0
"N","","",0,0,0,0,0,"“Only because of President Trump, we are going to have a Vaccine by the end of the year.”  Ronny Jackson, Texas Congressman-Elect",82000,"2020-11-10 13:05:44",375658,56155,"2020-11-10",1326149041248410112,47132,0,0,0
"N","","",0,0,0,0,0,"WE ARE MAKING BIG PROGRESS. RESULTS START TO COME IN NEXT WEEK. MAKE AMERICA GREAT AGAIN!",17000,"2020-11-10 13:43:35",638933,106449,"2020-11-10",1326158564449280000,66530,0,0,0
"N","","",0,0,0,0,0,"WE WILL WIN!",861000,"2020-11-10 13:44:22",1023598,164891,"2020-11-10",1326158760826560000,253107,0,0,0
"Y","This claim about election fraud is disputed","",0,1,1,0,1,"WATCH FOR MASSIVE BALLOT COUNTING ABUSE AND, JUST LIKE THE EARLY VACCINE, REMEMBER I TOLD YOU SO!",97000,"2020-11-10 15:33:06",420361,74544,"2020-11-10",1326186126709819904,37165,1,0,0
"Y","This claim about election fraud is disputed","",0,1,1,0,1,"BALLOT COUNTING ABUSE!",16000,"2020-11-10 15:33:47",525218,77977,"2020-11-10",1326186297157959936,66747,1,0,0
"N","","",0,0,0,0,0,"Republicans, don’t let Andrew McCabe continue to get away with totally criminal activity. What he did should never be allowed to happen to our Country again. FIGHT FOR JUSTICE!",57000,"2020-11-10 16:04:57",349531,69352,"2020-11-10",1326194143132080128,40605,0,0,0
"N","","",0,0,0,0,0,"Nate Simington, a very smart and qualified individual, is having his Senate hearing today. Republicans will hopefully confirm him to the FCC ASAP! We need action NOW on this very important nomination!! @SenatorWicker @MarshaBlackburn @senatemajldr",15000,"2020-11-10 17:13:39",190240,35613,"2020-11-10",1326211428999719936,11537,0,0,0
"N","","",0,0,0,0,0,"Pennsylvania Party Leadership votes are this week. I hope they pick very tough and smart fighters. We will WIN!!",58000,"2020-11-10 17:13:57",402963,56782,"2020-11-10",1326211507982660096,64298,0,0,0
"N","","",0,0,0,0,0,"Ballot Corruption will be exposed tonight at 9:00pmE on @SeanHannity on @FoxNews!",165000,"2020-11-10 23:21:51",457163,91847,"2020-11-10",1326304091035879936,69408,1,0,0
"Y","This claim about election fraud is disputed","",0,1,1,1,0,"“I don’t care what state you’re in, this computer voting system is wide open to fraud and intervention.” @LouDobbs  True, and wait until you see what’s coming!",129000,"2020-11-11 0:55:12",400607,79747,"2020-11-11",1326327582074220032,50364,1,0,0
"N","","",0,0,0,0,0,"Andrew McCabe was exposed for who he is today in the U.S. Senate. He was totally destroyed - an ignorant fool. The great people of the FBI must make sure that he and his former boss, James Comey, pay the price for what they have done to the reputation of the FBI.",48000,"2020-11-11 1:55:26",293356,61658,"2020-11-11",1326342742801329920,23435,0,0,0
"Y","This claim about election fraud is disputed","",0,1,0,0,0,"That’s why Mike was number one in his class at West Point! https://t.co/hldYAphqmM",57000,"2020-11-11 1:59:13",254503,53239,"2020-11-11",1326343694912470016,25614,0,0,0
"N","","",0,0,0,0,0,"Thanks Dan. Big win for us in Texas! https://t.co/MqNSOf6AWP",17000,"2020-11-11 2:06:22",167210,30054,"2020-11-11",1326345492834510080,9315,1,0,0
"N","","",0,0,0,0,0,"He should pay a big price for his subversion! https://t.co/1nFjPBpvfV",26000,"2020-11-11 2:09:38",151688,38106,"2020-11-11",1326346314842560000,8079,0,0,0
"N","","",0,0,0,0,0,"I Was In Philadelphia Watching Fraud Happen. Here’s How It Went Down https://t.co/fRMw3ilbYG They shut out our Poll Watchers and Observers. Those hundreds of thousands of votes should not be allowed. Corrupt politics.",26000,"2020-11-11 2:20:13",126956,32838,"2020-11-11",1326348976531140096,11954,1,0,0
"N","","",0,0,0,0,0,"The Fake Pollsters at @ABC/@washingtonpost produced a possibly illegal suppression Poll just before the Election showing me down 17 points in Wisconsin when, in fact, on Election Day, the race was even - &amp; we are now preparing to win the state. Many such “deplorable” instances!",63000,"2020-11-11 13:35:55",298631,62691,"2020-11-11",1326519025552270080,41420,0,1,0
"Y","Election officials have certified Joe Biden as the winner of the U.S. Presidential election","",0,1,2,0,1,"Richard Hopkins, Pennsylvania postal worker, recants ballot-tampering claim - Washington Times https://t.co/C7isLvQ9QU  Stays with the truth, his original story.",37000,"2020-11-11 13:48:12",144001,33303,"2020-11-11",1326522116779490048,24929,0,0,1
"Y","This claim about election fraud is disputed","",0,1,0,0,1,"A guy named Al Schmidt, a Philadelphia Commissioner and so-called Republican (RINO), is being used big time by the Fake  News Media to explain how honest things were with respect to the Election in Philadelphia. He refuses to look at a mountain of corruption &amp; dishonesty. We win!",95000,"2020-11-11 14:03:03",334984,64425,"2020-11-11",1326525851752659968,76502,1,1,0
"Y","Learn how voting by mail is safe and secure","",1,0,2,0,1,"You are looking at BALLOTS! Is this what our Country has come to? https://t.co/cI2ZTItqUi",21000,"2020-11-11 20:59:21",319666,96730,"2020-11-11",1326630618831130112,84855,0,0,1
"N","","",0,0,0,0,0,"WE WILL WIN! https://t.co/rkd8vK6id7",236000,"2020-11-11 23:04:47",454516,94253,"2020-11-11",1326662184403869952,115947,0,0,0
"N","","",0,0,0,0,0,"Everyone is asking why the recent presidential polls were so inaccurate when it came to me. Because they are FAKE, just like much of the Lamestream Media!",93000,"2020-11-11 23:48:57",493790,77432,"2020-11-11",1326673298692969984,62286,0,0,0
"N","","",0,0,0,0,0,"I am pleased to announce that I have given my full support and endorsement to Ronna McDaniel to continue heading the Republican National Committee (RNC). With 72 MILLION votes, we received more votes than any sitting President in U.S. history - and we will win!",69000,"2020-11-11 23:50:49",358735,64267,"2020-11-11",1326673766915640064,45699,0,0,0
"Y","This claim about election fraud is disputed","",0,1,1,0,1,"Nobody wants to report that Pennsylvania and Michigan didn’t allow our Poll Watchers and/or Vote Observers to Watch or Observe. This is responsible for hundreds of thousands of votes that should not be allowed to count. Therefore, I easily win both states. Report the News!",166,"2020-11-12 0:13:08",410112,89349,"2020-11-12",1326679385966050048,93899,1,1,0
"Y","This claim about election fraud is disputed","",0,1,0,0,0,"NOW 73,000,000 LEGAL VOTES! https://t.co/VSNfdzoFkK",104000,"2020-11-12 2:21:27",325469,70508,"2020-11-12",1326711675165270016,59154,0,0,0
"Y","Learn about US 2020 election security efforts","",1,0,0,0,0,"It attempted to alter our election and got caught? https://t.co/J8mcH4SpxG",77000,"2020-11-12 4:17:21",248438,57492,"2020-11-12",1326740844427310080,27053,1,0,0
"Y","This claim about election fraud is disputed","",0,1,1,0,1,"It took long enough! What is taking North Carolina so long? Are they looking for more ballots to fix that one also? Now with a recount, we will win Georgia also. Pennsylvania &amp; Michigan wouldn’t let our Poll Watchers &amp; Observers into counting rooms. Illegal! https://t.co/TVTVv4s5Lx",38000,"2020-11-12 13:13:52",170948,37345,"2020-11-12",1326875863657359872,19460,0,1,1
"N","","",0,0,0,0,0,"Big Jim is the greatest! https://t.co/jEomyIEC47",29000,"2020-11-12 13:15:10",199639,33830,"2020-11-12",1326876190196580096,14353,0,0,0
"N","","",0,0,0,0,0,"From 200,000 votes to less than 10,000 votes. If we can audit the total votes cast, we will easily win Arizona also! https://t.co/3eZHjdZL98",44000,"2020-11-12 13:20:18",205599,45070,"2020-11-12",1326877480834240000,26602,1,0,0
"N","","",0,0,0,0,0,"“OK, I’ve seen enough. What’s going to happen to these guys (McCabe, Comey &amp; the gang of treasonous thugs)? @SenJohnKennedy @MariaBartiromo @TheJusticeDept They, and many others, got caught. DO SOMETHING!!!",10000,"2020-11-12 13:50:00",318712,70131,"2020-11-12",1326884956749129984,39870,0,0,0
"Y","This claim about election fraud is disputed","",0,1,0,0,0,"Now 73,000,000 Votes! https://t.co/VSNfdzoFkK",57000,"2020-11-12 14:26:29",236451,48391,"2020-11-12",1326894138516780032,29292,0,0,0
"N","","",0,0,0,0,0,"So beautiful! https://t.co/TXynI8Q0pG",24000,"2020-11-12 15:17:35",201272,30176,"2020-11-12",1326906999121080064,10869,0,0,0
"N","","",0,0,0,0,0,"100% Correct! https://t.co/ahL2UglMXF",37000,"2020-11-12 15:25:06",237039,54048,"2020-11-12",1326908886964730112,14045,0,0,0
"N","","",0,0,0,0,0,".@FoxNews daytime ratings have completely collapsed. Weekend daytime even WORSE. Very sad to watch this happen, but they forgot what made them successful, what got them there. They forgot the Golden Goose. The biggest difference between the 2016 Election, and 2020, was @FoxNews!",193000,"2020-11-12 16:10:18",347858,66874,"2020-11-12",1326920264203049984,96774,0,0,0
"Y","This claim about election fraud is disputed","",0,1,1,0,1,"“REPORT: DOMINION DELETED 2.7 MILLION TRUMP VOTES NATIONWIDE. DATA ANALYSIS FINDS 221,000 PENNSYLVANIA VOTES SWITCHED FROM PRESIDENT TRUMP TO BIDEN. 941,000 TRUMP VOTES DELETED. STATES USING DOMINION VOTING SYSTEMS SWITCHED 435,000 VOTES FROM TRUMP TO BIDEN.” @ChanelRion @OANN",625000,"2020-11-12 16:34:00",619698,185745,"2020-11-12",1326926226888539904,226822,0,0,0
"Y","This claim about election fraud is disputed","",0,1,1,0,1,"Must see @seanhannity takedown of the horrible, inaccurate and anything but secure Dominion Voting System which is used in States where tens of thousands of votes were stolen from us and given to Biden. Likewise, the Great @LouDobbs has a confirming and powerful piece!",81000,"2020-11-13 3:46:13",319244,65693,"2020-11-13",1327095398712950016,59351,1,0,0
"N","","",0,0,0,0,0,"Fitton: 2020 Election Update https://t.co/rLgZ6xWGDE via @BreitbartNews",11000,"2020-11-13 15:54:29",92910,23487,"2020-11-13",1327278671078579968,9388,0,0,0
"N","","",0,0,0,0,0,"Alito: ‘Religious Liberty Is in Danger of Becoming a Second-Class Right‘ https://t.co/hJZJHb36PB via @BreitbartNews",23000,"2020-11-13 15:55:30",117117,31292,"2020-11-13",1327278926025080064,13764,0,0,0
"Y","This claim about election fraud is disputed","",0,1,1,0,1,"For years the Dems have been preaching how unsafe and rigged our elections have been. Now they are saying what a wonderful job the Trump Administration did in making 2020 the most secure election ever. Actually this is true, except for what the Democrats did. Rigged Election!",177000,"2020-11-13 15:59:29",352073,68366,"2020-11-13",1327279929319429888,86167,1,0,0
"Y","This claim about election fraud is disputed","",0,1,1,0,1,"Heartwarming to see all of the tremendous support out there, especially the organic Rallies that are springing up all over the Country, including a big one on Saturday in D.C. I may even try to stop by and say hello. This Election was Rigged, from Dominion all the way up &amp; down!",148,"2020-11-13 18:35:54",406299,81084,"2020-11-13",1327319294057850112,75436,1,0,0
"Y","This claim about election fraud is disputed","",0,1,1,0,1,"Now it is learned that the horrendous Dominion Voting System was used in Arizona (and big in Nevada). No wonder the result was a very close loss!",97000,"2020-11-13 20:38:12",316460,65097,"2020-11-13",1327350069947940096,48802,1,0,0
"N","","",0,0,0,0,0,"Will be having a press conference from the Rose Garden in 15 minutes.",64000,"2020-11-13 21:07:38",280934,31080,"2020-11-13",1327357477428600064,39581,0,0,0
"Y","Election officials have certified Joe Biden as the winner of the U.S. Presidential election","",0,1,0,0,0,"“VICTOR JOECKS: Clark County election officials accepted my signature — on 8 ballot envelopes” https://t.co/T6vTcb4k6k",27000,"2020-11-13 23:19:03",116886,35545,"2020-11-13",1327390548844559872,15486,0,0,1
"Y","Election officials have certified Joe Biden as the winner of the U.S. Presidential election","",0,1,1,1,0,"700,000 ballots were not allowed to be viewed in Philadelphia and Pittsburgh which means, based on our great Constitution, we win the State of Pennsylvania!",236000,"2020-11-14 0:28:15",416181,82395,"2020-11-14",1327407964404260096,100986,1,1,0
"Y","Election officials have certified Joe Biden as the winner of the U.S. Presidential election","",0,1,1,1,0,"Georgia Secretary of State, a so-called Republican (RINO), won’t let the people checking the ballots see the signatures for fraud. Why? Without this the whole process is very unfair and close to meaningless. Everyone knows that we won the state. Where is @BrianKempGA?",91000,"2020-11-14 0:50:23",245831,62861,"2020-11-14",1327413534901349888,41834,1,1,0
"N","","",0,0,0,0,0,"“The worst thing you can do is bet against Donald Trump, considering what has been done against him. They flooded the zone with mail-in ballots. We need every vote counted, and ferociously.” @PeteHegseth @seanhannity",52000,"2020-11-14 2:23:29",250108,50353,"2020-11-14",1327436963658469888,31862,0,0,1
"Y","This claim about election fraud is disputed","",0,1,1,0,1,"Wow. This is exactly what happened to us. Great courage by judge! https://t.co/p86FXdcBl2",31000,"2020-11-14 2:29:32",164771,39429,"2020-11-14",1327438487537250048,14433,0,0,0
"Y","This claim about election fraud is disputed","",0,1,1,0,1,"Top US Pollster and Statistician Richard Baris — People's Pundit — SUSPENDED from Twitter for Reporting on Disputed Election — Political 'WrongThink' Not Allowed https://t.co/uHBZnJJn1I via Said 10,000 DEAD PEOPLE VOTED IN MICHIGAN. When will this RIGGED ELECTION be overturned!",43000,"2020-11-14 5:21:42",135655,41780,"2020-11-14",1327481814013910016,12413,1,0,0
"N","","",0,0,0,0,0,"Republican Burgess Owens Defeats Democrat Rep. Ben McAdams in Utah https://t.co/H9NlPQj5yb via @BreitbartNews Great going Burgess, you continue to be a STAR!",27000,"2020-11-14 6:08:07",178936,33734,"2020-11-14",1327493494605299968,13603,0,0,0
"N","","",0,0,0,0,0,"The Consent Decree signed by the Georgia Secretary of State, with the approval of Governor @BrianKempGA, at the urging of @staceyabrams, makes it impossible to check &amp; match signatures on ballots and envelopes, etc. They knew they were going to cheat. Must expose real signatures!",8000,"2020-11-14 14:29:25",252910,63921,"2020-11-14",1327619653020110080,48998,0,0,1
"N","","",0,0,0,0,0,"Congress must now do a Covid Relief Bill. Needs Democrats support. Make it big and focused. Get it done!",63000,"2020-11-14 15:23:07",316053,47863,"2020-11-14",1327633164823620096,32189,0,0,0
"N","","",0,0,0,0,0,"I LOVE NEW YORK! As everyone knows, the Trump Administration has produced a great and safe VACCINE far ahead of schedule. Another Administration would have taken five years. The problem is, @NYGovCuomo said that he will delay using it, and other states WANT IT NOW...",47000,"2020-11-14 15:44:19",214808,42016,"2020-11-14",1327638502280930048,55125,0,0,0
"Y","This claim about election fraud is disputed","",0,1,1,0,1,"People are not going to stand for having this Election stolen from them by a privately owned Radical Left company, Dominion, and many other reasons! https://t.co/RMOa4jKZwA",103000,"2020-11-14 20:07:56",278755,66391,"2020-11-14",1327704841964179968,34994,1,0,0
"N","","",0,0,0,0,0,"We will WIN! https://t.co/MwfvhQJ5wy",99000,"2020-11-14 20:17:01",318860,65149,"2020-11-14",1327707126375049984,31620,0,0,0
"Y","This claim about election fraud is disputed","",0,1,1,0,1,"Hundreds of thousands of people showing their support in D.C. They will not stand for a Rigged and Corrupt Election! https://t.co/tr35WKTKM8",85000,"2020-11-14 20:24:27",257965,58665,"2020-11-14",1327708998662030080,33209,1,1,0
"Y","This claim about election fraud is disputed","",0,1,1,0,1,"The hand recount taking place in Georgia is a waste of time. They are not showing the matching signatures. Call off the recount until they allow the MATCH. Don’t let the Radical Left Dems STEAL THE ELECTION!",96000,"2020-11-14 20:51:21",302185,70205,"2020-11-14",1327715767916389888,31191,1,1,0
"N","","",0,0,0,0,0,"Thank you Dan! https://t.co/Y5Dc7In245",845,"2020-11-14 21:01:56",118019,20956,"2020-11-14",1327718430573809920,7141,0,0,0
"N","","",0,0,0,0,0,".@FoxNews and the Fake News Networks aren’t showing these massive gatherings. Instead they have their reporters standing in almost empty streets. We now have SUPPRESSION BY THE PRESS. MAGA! https://t.co/RMOa4jKZwA",96000,"2020-11-14 21:24:15",262753,74596,"2020-11-14",1327724046595840000,42961,0,1,0
"Y","This claim about election fraud is disputed","",0,1,1,1,0,"There is tremendous evidence of wide spread voter fraud in that there is irrefutable proof that our Republican poll watchers and observers were not allowed to be present in poll counting rooms. Michigan, Pennsylvania, Georgia and others. Unconstitutional!",111000,"2020-11-14 23:07:53",335013,71755,"2020-11-14",1327750127679889920,71412,1,0,0
"N","","",0,0,0,0,0,"I look forward to Mayor Giuliani spearheading the legal effort to defend OUR RIGHT to FREE and FAIR ELECTIONS! Rudy Giuliani, Joseph diGenova, Victoria Toensing, Sidney Powell, and Jenna Ellis, a truly great team, added to our other wonderful lawyers and representatives!",98000,"2020-11-15 3:11:52",331128,67982,"2020-11-15",1327811527123099904,56901,1,0,0
"N","","",0,0,0,0,0,"ANTIFA SCUM ran for the hills today when they tried attacking the people at the Trump Rally, because those people aggressively fought back. Antifa waited until tonight, when 99% were gone, to attack innocent #MAGA People. DC Police, get going — do your job and don’t hold back!!!",107000,"2020-11-15 4:17:21",342024,75236,"2020-11-15",1327828007311069952,59305,0,0,0
"N","","",0,0,0,0,0,"Radical Left ANTIFA SCUM was easily rebuffed today by the big D.C. MAGA Rally crowd, only to return at night, after 99% of the crowd had left, to assault elderly people and families. Police got there, but late. Mayor is not doing her job!",49000,"2020-11-15 4:43:19",262685,58655,"2020-11-15",1327834542707790080,24942,0,0,0
"N","","",0,0,0,0,0,"The Silent Media is the Enemy of the People!!! https://t.co/I2LnE3dpI9",22000,"2020-11-15 4:51:46",151019,34701,"2020-11-15",1327836670742449920,8515,0,0,0
"N","","",0,0,0,0,0,"Thank you Mollie. The Free and Fair Press is gone in our country. They only write about what they want to write about. SUPPRESSION! https://t.co/X2sQFeDZlq",14000,"2020-11-15 4:56:53",121147,26795,"2020-11-15",1327837956820910080,6034,0,0,0
"N","","",0,0,0,0,0,"The Fake News Media hardly even discussed the tens of thousands of people that came to D.C. Formed organically, and in many parts of the Country! https://t.co/wVsDx6GeGc",19000,"2020-11-15 5:00:40",130086,27978,"2020-11-15",1327838908089070080,13402,0,0,0
"N","","",0,0,0,0,0,"Thank you Mark, but the Fake News Media will never say it! https://t.co/e2V05JPmlx",2000,"2020-11-15 5:05:21",153590,27986,"2020-11-15",1327840088731030016,20026,0,0,0
"N","","",0,0,0,0,0,"Tax filings reveal Biden cancer charity spent millions on salaries, zero on research https://t.co/2DhE1Ddt6y via @nypost",66000,"2020-11-15 5:07:22",152276,48112,"2020-11-15",1327840594127970048,29223,0,0,0
"N","","",0,0,0,0,0,"This is why @FoxNews daytime and weekend daytime have lost their ratings. They are abysmal having @alfredenewman1 (Mayor Pete of Indiana’s most unsuccessful city, by far!) on more than Republicans. Many great alternatives are forming &amp; exist. Try @OANN &amp; @newsmax, among others! https://t.co/ewHE8GBRNy",23000,"2020-11-15 12:25:14",101985,22484,"2020-11-15",1327950785959920128,9195,0,0,0
"Y","This claim about election fraud is disputed","",0,1,1,0,1,"All of the mechanical “glitches” that took place on Election Night were really THEM getting caught trying to steal votes. They succeeded plenty, however, without getting caught. Mail-in elections are a sick joke!",61000,"2020-11-15 12:56:26",269285,53371,"2020-11-15",1327958640309969920,29454,1,0,1
"Y","This claim about election fraud is disputed","",0,1,1,0,1,"Watch @RudyGiuliani interview on @MariaBartiromo this morning at 10:00. Doing a great job exposing the Rigged Election Hoax!",36000,"2020-11-15 13:04:01",197187,36462,"2020-11-15",1327960545929070080,20609,1,0,0
"Y","This claim about election fraud is disputed","",0,1,1,0,1,"RIGGED ELECTION. WE WILL WIN!",246000,"2020-11-15 14:16:11",604647,92937,"2020-11-15",1327978710809659904,85493,1,0,0
"Y","This claim about election fraud is disputed","",0,1,1,0,1,"He only won in the eyes of the FAKE NEWS MEDIA. I concede NOTHING! We have a long way to go. This was a RIGGED ELECTION!",472000,"2020-11-15 14:19:51",572034,109164,"2020-11-15",1327979630477920000,139456,1,1,0
"N","","",0,0,0,0,0,"Progress! https://t.co/K0NrpChXuI",42000,"2020-11-15 14:55:44",173090,33457,"2020-11-15",1327988661418340096,30451,0,0,0
"N","","",0,0,0,0,0,"Rudy will be interviewed by @MariaBartiromo at 10:00 A.M. NOW! https://t.co/ExPIgqtIAV",19000,"2020-11-15 14:59:55",130669,22405,"2020-11-15",1327989713786040064,24130,0,0,0
"N","","",0,0,0,0,0,"John Bolton was one of the dumbest people in government that I’ve had the “pleasure” to work with. A sullen, dull and quiet guy, he added nothing to National Security except, “Gee, let’s go to war.” Also, illegally released much Classified Information. A real dope!",174000,"2020-11-15 19:20:07",355884,61089,"2020-11-15",1328055196904250112,65907,0,0,0
"N","","",0,0,0,0,0,"Great job Emily! https://t.co/kQbKViF7Il",1000,"2020-11-15 19:31:01",104552,17169,"2020-11-15",1328057941203840000,7634,0,0,0
"N","","",0,0,0,0,0,"WATCH: D.C. Cops Direct Trump-Supporters into Gauntlet of Protesters, Do Nothing When They Are Assaulted https://t.co/179yDCbZou via @BreitbartNews. These thugs and lowlifes only stalked and attacked when most of the tens of thousands of people had left town. Ran away earlier!",32000,"2020-11-15 21:36:02",106849,31579,"2020-11-15",1328089401008809984,12646,0,0,0
"N","","",0,0,0,0,0,"Amazing! https://t.co/RMOa4jKZwA",37000,"2020-11-15 21:54:47",260631,39643,"2020-11-15",1328094121295290112,19475,0,0,0
"N","","",0,0,0,0,0,"Spirit like never before! https://t.co/2B7OCW6Rxc",3000,"2020-11-15 21:55:33",212505,38382,"2020-11-15",1328094310294820096,18589,0,0,0
"N","","",0,0,0,0,0,"Many of the court cases being filed all over the Country are not ours, but rather those of people that have seen horrible abuses. Our big cases showing the unconstitutionality of the 2020 Election, &amp; the outrage of things that were done to change the outcome, will soon be filed!",88000,"2020-11-15 22:21:55",343592,72974,"2020-11-15",1328100945570500096,63346,1,0,0
"N","","",0,0,0,0,0,"A great launch! @NASA was a closed up disaster when we took over. Now it is again the “hottest”, most advanced, space center in the world, by far! https://t.co/CDCGdO74Yb",38000,"2020-11-16 0:47:09",183366,30958,"2020-11-16",1328137498069969920,23167,0,0,0
